glosa,english
pusi-do 1++,hut (small house); cabin (small house); shed (n) 
pusi-fluvi 1++,brook; creek (small river); rivulet; stream (n) 
pusi-pe 1+,dwarf 
pusi-valu 1++,scorn 
pusi-vendo-bo 1,kiosk 
pusila (=pusi) X,small; insignificant; little; petty 
pustula 1+,pimple; pustule 
puta 1++,compute; think; calculate; idea; reckon; thought; trim (v) 
puta pote 1+,intellect 
puta-me 1++,computer 
puta-me sporta 1,computer game 
pute 1+,well (n) 
putresce (=putri) X,rot 
putri 1+,putrefy; decay; decline; rot 
qa 1+,qua; in capacity of ; in character of 
qadra 1++,frame; square; square (frame) 
qadrangula 1,quadrangle 
qadruped 1,quadruped 
qai,quay 
qali? +,what kind?; what sort? 
qalifi 1,qualify 
qalita 1++,quality; property (quality) 
qando?,when? 
qantita 1++,quantity; amount; dose 
qanto? 1++,how many?; how much? 
qarto 1++,quarter 
qasi +,as if 
qatro (prefer tetra),four 
qe ...? 1++,...? (question start) 
qerela,complain 
Qerkus 1+,oak 
qero,look for; seek 
qestio 1++,question; ask; curious; enquire; inquire; inquiry; inquisitive; query 
qi 1++,which (relative pronoun); who (relative pronoun) 
qieske,become quiet 
qieta (=qieti) X,quiet 
qieti 1,quiet; soothe; stillness; tranquillity; tranquilness 
qieti koleri 1*,sullen 
qieto koleri (=qieti koleri) 1X,sullen 
qietu (=qieti) 1X,soothe 
qilia 1,skittles 
qinina 1,quinine 
qinqa (=penta) X,five 
qirito,shriek 
qita 1+,fire (release from duty); receipt; release from duty; sack (release from duty) 
qixotiko,quixotic 
qiz 1,quiz 
qo? 1,what sort of? 
qo dista? 1,how far? 
qo horo? 1,what's the time? 
qo-di? 1+,when? 
qo-horo? 1+,when? 
qo-ka? 1+,why? (cause) 
qo-lo? 1++,where?; whereabouts? 
qo-mode? 1++,how ...? 
qo-modo? (=qo-mode) X,how? 
qo-pe bibli? 1,whose book? 
qo-pe? 1++,what person?; which?; who?; whom? 
qo-ra? 1,which? 
qo-te? 1+,why? (intention) 
qo-tem? 1++,when? 
qo? 1++,what?; which? 
qod 1+,what (that which) 
qota,quote 
qotidia,quotidian; everyday 
qu 1,whether 
(-)ra 1++,thing; affair; object (thing) 
"rabdi (=rabdo, prefer baci) 1X",bar; pole 
rabdo G,bar; baton; cane; pole; rod; stick (baton); stick (rod); stick (cane) 
rabi,rabbi 
rabi 1++,rabid; crazy; mad; crazed; foolish; furious; raging 
rabi dice 1,rave 
rabi multi-pe 1++,mob 
rabi-pe 1+,fool 
rabie 1,folly 
racemo,bunch; cluster 
racia 1+,race (biological); breed 
radar 1++,radar 
radi 1++,root; source 
radi-mero 1,stump 
radia 1++,radiate; beam; bright; brilliant (light); radiating; radiation; radius; shine; splendid 
radika (=radi) X,root; source 
radio 1++,radio; radio station; ray (spoke); spoke (ray) 
radiu 1+,spoke (of wheel) 
radium 1,radium 
radius 1,radius 
radula,scraper 
rafanu (=rafanus) 1GX,radish 
rafanus G,radish 
rafi 1G,needle; nail; seam; sew; sewing; spike; stitch 
rafia 1,raffia 
rafine,refine 
ragadi G,fissure 
rage,rage 
rage (=ragi) GX,burst forth 
ragi G,burst forth 
rai 1,ray 
raid,raid 
rail (=raila) X,rail (horizontal or sloping bar); rail (for trains) 
raila 1++,rail (horizontal or sloping bar); rail (for trains) 
raketa 1++,rocket 
raki G,backbone; spine 
rako G,ragged garment 
ramentu,chaffy scales 
rami 1++,branch; bough; perch; ramify; stick (branch) 
ramno G,prickly shrub 
ramula 1+,twig 
Rana 1+,frog 
rana-larva 1,tadpole 
rancidi,stinking 
ranco 1,ranch 
rangi,arrange in rows 
rangifer 1+,reindeer 
ranunkulus,buttercup 
rapa 1+,turnip 
rapaci,greedy 
rape (=rapi) 1X,seize; arrest; catch; grab; grapple; grasp; grip; snatch 
rapi 1++,seize; arrest; catch; grab; grapple; grasp; grip; snatch 
rapidi 1++,rapid; fast; hurry; in a hurry ; quick; rapidity; speed; speedy; snappy; suddenness; swift (quick) 
rapina,rapine; pillage; robbery 
rapsodi G,rhapsody 
rari 1++,rare; exotic; scarce; seldom; uncommon 
raspa,scrape 
rastra,rake (garden) 
rati 1+,raft; rate 
ratio 1+,rate; ratio; fraction; proportion; ration 
rationa 1+,reason (v) 
ratu (=ratus) 1X,rat 
ratus +,rat 
rauco (=rauku) X,hoarse; raucous 
rauku 1+,hoarse; raucous 
ravina,ravine 
razia 1++,raid 
razo 1++,shave; scrape; graze; rasp (v); scratch 
razo-me 1,razor (instrument) 
re 1++,again; afresh; re; recurrence; recursion; repetition; return to beginning; back to beginning 
re komence 1,start again 
re vide 1,see again 
re- 1+,(prefix:) back to beginning; back to beginning (prefix); re- 
re-akti (=reakti) X,answer; react; reaction; reply; respond; retort 
re-ami 1+,reconcile 
re-aqa 1,rinse 
re-ciklo 1+,recycle 
re-mite 1,relay 
re-neo 1,renew 
re-paga 1,repay 
re-proto 1,resume (go on after stopping) 
re-uni 1,rally 
re-uti 1++,recycle 
reakti 1++,react; answer; feed-back; heed; reaction; reply; respond; retort 
reali 1++,real; accomplish; actual; carry out; execute; fulfil; fulfill; reality; realize (convert into a fact); really 
realismo,realism 
realisti,realist 
rebeli 1+,rebel; uprising 
recede,recede; go back 
recense,recension; revise book 
recento +,lately; recent; recently 
recepta +,receipt 
recerka 1++,research; investigate; investigation 
recesi,recess 
recipro 1,conversely; mutually 
reciproka,reciprocate 
recita,recite 
redakti,edit 
redakto,editor 
reduce 1++,reduce; reduction 
refere,refer 
reflekti 1+,reflect; meditate 
reforma,reform 
refrakti,refract 
refreska,refresh 
refresko 1+,refresh 
refrige,refrigerate 
refugi 1+,refuge; flee back; safe place 
refulgi,flash back 
refusa 1++,refusal; refuse; turn down 
refuta,refute 
regala (=regalo) X,feast (v); treat 
regalo 1+,feast (v); treat 
regi 1++,regent; ruler; regal; royal; sovereign 
u regi 1,monarch 
regi dina 1,majesty 
regi landa 1,realm 
regi-sedi-mo 1,throne 
regi-tem 1+,reign 
regio 1+,region 
registra 1+,register (v); record (v); note down; record (on tape) 
regna,reign 
regresi,go back 
regreta +,regret; miss (regret) 
regula 1++,control; organise; principle; regulate; rule (standard); ruler 
regulari (prefer uniforma) 1,regular; homogeneous 
regurgita,regurgitate; throw back up 
reinkarna,reincarnate 
reitera,reiterate 
rejekta (=rejekti) X,throw back 
rejekti 1,reject; repel; throw back 
rejuvenske,make young again 
reklama,claim 
rekogni 1++,acknowledge; recognition; recognize 
rekolta (prefer karpe),harvest 
rekomenda,recommend 
rekompensa,recompense 
rekoncilia,reconcile 
rekorda 1++,record; record (sport) 
rektangula 1++,rectangle; rectangular 
rekti 1++,directly; straight 
rekula,recoil 
rekupera,recuperate 
relati 1++,relate; relation; relationship; connection (relation) 
relatio (=relati) 1X,relation; connection (relation) 
relative (=relativi) 1X,relative 
relativi 1++,relative 
relaxa 1+,relax; lounge; repose; rest (repose) 
relega,relegate 
relenta,slow down 
releva 1+,relieve 
relievo,relief (sculpture) 
religio 1++,religion; religious 
religio dice 1++,sermon 
religio vendo-pe 1,missionary 
religio-do 1++,temple; church; abbey 
relika,relic 
relinqi +,relinquish 
relukta,reluctance; reluctant; not want to 
remane,remain 
remarka,declare; remark 
remedi,remedy 
rememora,remind 
remi 1+,oar; row (a boat) 
remisi,put back 
remonstra,protest 
remove,remove 
remunera,remunerate 
rena 1+,kidney 
renaske,be born again 
renega,deny; repudiate 
renova,renovate; renovation; make new 
renta +,rent (n); rent (v); unearned income 
rentiera 1+,rentier; shareholder; stockholder 
renuncia,renounce 
reo 1G,flow; current; flux; running 
reoala,feast (v); treat (v) 
repara 1++,repair; cure; make good ; heal; mend; remedy; restore 
repeti,repeat 
repli (prefer reakti),reply; answer; feed-back; react 
reporta 1+,report; apprise; article; inform; narrate 
reposa 1,repose; tranquillity; tranquilness 
representa 1++,represent; representative 
reproduce 1+,reproduce 
repti 1++,crawl; creep; scramble 
repti-fito 1,creeper 
repti-pe 1,sneak 
Reptili 1+,reptile 
republika 1++,republic 
repudia,repudiate 
repugna,disgust 
repulsi,repel 
resenti 1+,feel (strongly); grudge 
reserva,reservation; reserve 
residu 1+,residue; remain; remaining; residual 
residua (=residu) X,remain; residual 
resigna +,resign; resignation 
resina,resin 
resista 1++,resist; oppose; resistance; strength; strong; tough 
resista se 1,resist oneself 
resoluti +,determined; resolute 
resolve,determination; resolve 
resoni,echo; echoic; resound 
resorta,spring 
respekta (=respekto) X,respect; heed; regard (respect) 
respekti (=respekto) 1X,respect; heed; regard (respect) 
respekto 1++,respect; heed; regard (respect) 
respira (prefer spira),respire; breath; breathe 
resplende,shine 
responde,respond; answer; feed-back; react; reply 
resta 1++,rest (stay); remain; stay; stay behind; be left over ; linger; stay behind; surplus 
resta-ra 1,remnant 
restaura,restore 
resti,rope 
restrikti,restrict 
resulta 1,result; outcome 
resume,resume (summarize); résumé; summarize; abstract 
resurge,rise again 
resuscita,revive 
retalia 1,retaliation; revenge; make revenge on ; vengeance 
retarda,delay 
retena,retain 
reti 1++,net; connection (net); mesh; network; web (network) 
reti-navi 1,trawler 
reti-te 1+,lace 
reticentia,reticence 
retikulu,reticulate; reticulated; net structure 
retina,retina 
retira,retire; withdraw 
retoka,retouch work 
retrakti,retract; draw back 
retro 1++,backwards; ago; back again; backward; behind; go back; repel; set back 
retro- 1+,(prefix:) backwards; backwards (prefix); (prefix:) back again; back again (prefix); retro- 
retrospekti,retrospection; retrospective; look back 
Reum 1G,rhubarb 
reuma G,rheum; cold (illness) 
reunio,gather together 
revela,reveal 
reveni,come again 
reverbera,reflect 
revere 1+,revere; reverence 
reversi,overturn; reverse 
revista,review 
revive 1+,revive 
revoka,call back 
revolta,revolt (v) 
revolutio 1+,revolution; revolutionize 
revolve,revolve 
Ribes 1,currant 
ricinus G,castor oil plant 
rico 1,rich 
ridi 1++,laugh; laughter; mirth; ridicule 
ridi anti 1+,jeer; mock; tease 
ridi-hedo 1+,jolly 
riga 1+,irrigate; moisten; water (v) 
rigi 1++,rigid; stiff (rigid); obstinate 
rigidi (=rigi) 1X,rigid; stiff (rigid); obstinate 
rigori,stiffness 
rima 1+G,rhyme 
rinko 1G,beak; muzzle; snout; spout 
rino 1++G,nose; muzzle; rhino-; snout 
Rinokeros 1G,rhinoceros 
ripa 1+,bank (river); river bank 
risko 1++,risk; danger; dangerous; dare; hazard; peril; random; venture 
ritmi (=ritmo) XG,rhythm 
ritmo 1++G,rhythm 
ritu 1++,rite; ritual; ceremony 
riva (=rivula) X,brook; stream (n) 
rivali 1++,rival 
riveta,rivet 
rivu (=rivula) X,brook; creek (small river); rivulet; stream (n) 
rivula,rivulet; brook; creek (small river); stream (n) 
rizo 1+G,root; rhizo- 
roba 1+,frock; gown; robe 
robora,strengthen 
robot (=roboti) X,robot 
roboti 1+,robot 
robusta 1+,robust; sturdy 
robuste (=robusta) X,robust; sturdy 
rode 1+,gnaw 
rodo 1G,rose; rose color; pink 
roga 1,ask; beg; inquire; interrogate 
roiali,royal 
roka,rock 
rokoko,rococo 
rola 1++,roll; rotate 
rolo (=rola) 1X,roll 
romance 1,romance 
romanti 1,romantic 
romantici (=romanti) X,romantic 
rombo,rhombus 
rondo 1++,round; circular 
rondo-ra 1,reel (n) 
ronka,snore 
rosa 1++,rose; pink 
roseta,rosette 
rosi (prefer droso),dew 
rosti 1+,roast 
rostra 1+,beak; mouth; muzzle; snout; spout 
rostri (=rostra) 1X,beak; mouth; muzzle; snout; spout 
rostru (=rostra) 1X,beak; spout 
rota 1++,rotate; wheel; gyrate; helm; revolve; go round ; spin 
rota-va 1+,wheel barrow 
rota-zo 1++,tire (tyre); tyre 
rotifera,rotifera 
rotundi,round 
(-)ru (short form of instrumenta) 1++,instrument; tool; utensil; implement; apparatus; tackle (n) 
ru-teka,tool box 
rubeola 1,measles 
rubesce 1+,redden; becoming red ; blush 
rubi 1++,red; blush; ruby; ruddy 
rubi-flavo (prefer rubi-xanto),orange (colour) 
rubi-xanto 1++,orange (colour) 
Rubikola 1,robin 
rubri,red 
Rubus 1+,bramble 
rude 1+,rubbish; garbage; junk; litter; rubble 
rude (prefer krudi) 1,rough 
rudi (=rude) 1X,rubbish; garbage; junk; litter; rubble 
rudimenta,beginnings 
rufi,red 
rug u fronta 1,frown 
ruga 1,rough; wrinkle 
rugi,roar 
rugo 1+,rough; coarse; rugged 
rugo fronta 1,scowl 
ruina 1++,ruin; undermine 
ruino (=ruina) X,ruin 
ruita,rumor; rumour 
rumina,chew cud 
rumora 1++,gossip; rumor; rumour 
runcina,plane (tool) 
runi,rune 
rupe,rock 
rupina,rocky chasm 
rupti 1++,interrupt; interruption; break 
ruptu 1,break 
rura 1++,country (rural); rural 
rura vaga 1,ramble 
rura-do 1,cottage 
rura-pe 1,peasant 
ruskum,butchers broom 
Ruso,Russian 
rustika,live in country ; oldfashioned; rural 
rusu,red-clad 
ruta 1+,route 
rutelu,shovel; spade 
ruti,wrinkle 
rutilo,red 
rutina 1+,routine 
sabato 1+,sabbath; Saturday 
sabota +,sabotage 
sabulo,gravel; sand (coarse) 
sadi (French) 1++,sadistic; cruel 
sadisti 1+,hunter 
sadisti (prefer sadi) 1,sadistic 
saeno G,wagtail 
saevi,fierce; wild 
safe +,manifest 
safro,yellow 
sagaci,wise 
sagita 1+,arrow; dart 
saison (French) +,season 
saka 1++,sack; bag; pouch; purse 
sakri 1,sacred 
sakri bibli 1,testament 
Sakri Skriptura 1,scripture 
sakri-lo 1,shrine 
sakri-verba,oath 
sakri-verbi (=sakri-verba) X,oath 
sakrifice 1++,sacrifice 
"sakro (=sakri, prefer sankti) 1X",saint (adj); holy 
sakto,crammed; stuffed 
sala,hall 
salari 1,salary 
salata 1+,salad 
salcicia 1+,sausage 
sali 1++,salt 
salici (=Salix) X,willow 
Salika 1,wicker 
Salix 1+,willow 
Salma 1,salmon 
salmo 1+,salmon 
salon,salon 
salpingo G,trumpet 
salsici,sausage 
salta 1++,jump; bounce; hop; leap; prance; skip 
salta epi 1,waylay 
salti (=salta) 1X,jump 
salubri,healthy 
saluta 1++,greet; salute; compliment (greetings); greeting; regard (greeting); yours truly 
salva 1++,save; rescue; reserve; reservation; save (computer file) 
salva se 1,get away ; escape; flee 
salva-navi 1,life-boat 
salva-zo 1,life-belt 
salvia,sage (plant) 
samara,seed (winged) 
sambukus,elderberry 
sandali 1+,sandal 
sandwic 1,sandwich 
sangui (prefer hema),blood 
sangui-suga (=hema-sugo) X,blood-sucker 
"sanguina (=sangui, prefer hema) 1X",blood 
sani 1++,health; healthy; well (healthy) 
sankti 1++,holy; sacred; saint (adj); saint (v) 
sankti-pe 1,saint (n) 
sanktio,sanction 
santa (=sankti) 1X,saint 
sapa,sap 
sapi,wise 
sapidi 1+,flavor; flavour; savor; savory; taste; tasty 
"sapie (=sapi, prefer ski for to know or sofi for wise) 1X",know; wise 
sapo 1++,soap 
sapora,taste 
sapro 1++G,rot; decay; decline; foul; putrid 
sarci,mend; repair 
sardina 1+,sardine 
sarkasmo G,sarcasm 
sarko G,flesh 
sarkofago G,coffin 
sarkulu,hoe 
sarma G,earth chasm 
sarmento,branch; twig; twiggy 
sartori,tailor 
sasi 1+,grasp 
satani 1,Satan 
sate G,penis 
satelita 1+,satellite 
sati 1++,enough; adequate; ample; fulfil; fulfill; satisfaction; satisfactory; satisfy; suffice; sufficient 
sati- 1+,(prefix:) enough; enough (prefix) 
satina 1,satin 
satira G,lascivious 
satira-pe,satyr 
satiri,satire 
satisfi 1,satisfy 
sativu,cultivated 
satrax G,louse 
satura,full; rich 
satura-di,Saturday 
"sauce (French, =sosa) X",sauce 
sauro (=saurus) GX,lizard 
sauru (=saurus) 1GX,lizard 
saurus 1+G,lizard 
savana,savanna 
saxa-katena 1+,reef 
saxi 1,rock 
scal 1,shawl 
scampu 1,shampoo 
scena (=skeni) 1X,scene; stage 
scinti 1++,sparkle; twinkle 
scunt 1+,shunt 
se 1++,self; itself; itself (reflexive); oneself (reflexive); self (reflexive) 
se- 1+,(prefix:) self (reflexive); self (reflexive)(prefix) 
seba,grease; suet; wax 
sebasto G,venerable 
sed 1++,but; however (=although it was so) 
sedati +,tranquil 
sedi 1++,sit; seat (v) 
sedi-ka 1,parlour; sitting room 
sedi-mo 1++,chair; seat (n); stool 
sedimenta,sediment 
seduce,seduce 
sedulo,busy 
segrega,segregate 
seismo +G,earthquake 
seiso 1++G,shake; quake 
seka 1++,cut; carve; chop; cleave (cut); excise; mow (v); slice (v); slit 
seka-iatri 1,surgeon 
seka-ru 1++,knife; razor (knife) 
sekale,rye 
sekretari 1++,secretary 
sekreti 1+,secrecy; secret; undercover 
sekta,sect 
sekti (prefer seka),carve; chop; cut; mow (v); slit 
sekula,sickle 
sekulari,secular; worldly 
sekunda 1+,second (ordinal); second (time) 
u sekunda 1,latter 
sekuri 1++,secure; security; safe; immune; sure 
sekuri-do 1+,shelter 
sekuri-lo 1+,asylum; refuge; safe place; shelter 
sela,saddle; seat (n) 
selaki G,shark 
selekti (prefer elekti),choose; choice; pick (chose); select; selection 
selene 1G,moon; lunar 
"seleni (=selene, prefer luna) GX",moon 
"seli (=selido, prefer pagina) GX",page 
selido (prefer pagina) G,page; leaf of papyrus 
Selinum 1+G,parsley 
sema 1++G,sign; beckon; gesture; mark; signal 
sema vale 1,wave good-bye 
semani 1++G,mean (signify); meaning; signify 
sembla,seem; look like (seem) 
semel,once 
semestri,six months 
semi 1++,half 
semi- 1+,(prefix:) half; half (prefix); hemi-; semi- 
semi-sopo 1,doze 
semina 1,seed; sow 
semita,footpath 
semno (prefer sankti or solemni),holy; solemn 
semper 1,always 
"sempre (=semper, prefer panto-tem) X",always 
senate,senate 
senato 1++,senate 
senecio,groundsel 
"seni (=senili, prefer paleo) X",old (human) 
senili (prefer paleo),senile; old (human) 
senior 1+,Mister; Mr; Mr.; sir 
seniora 1+,madam; Miss (title); mistress; Mistress; Mrs; Ms 
senioreta (=seniorita) 1X,Miss (title) 
seniorita 1*,Miss (title) 
sensatio +,sensation 
sensi 1++,sense; feel; attitude; conscious; perceive; sensible 
sensi etio 1,shame 
sensi fobo 1G,afraid 
sensi mali 1,suffer 
sensitivi 1++,sensitive; responsive; susceptible; tender; touchy 
sensua (=sensuali) X,sensual 
sensuali +,sensual 
senti (=sensi) 1X,sense; feel; attitude; conscious; perceive 
senti etio (=sensi etio) 1X,shame 
senti fobo (=sensi fobo) 1GX,afraid 
senti mali (=sensi mali) 1X,suffer 
sentimenta 1,sentiment 
sepa,hedge 
sepala,sepal 
separa 1++,separate (v); distinguish; part (v); separate (adj); separation 
septa 1,fence; hedge; wall 
Septembra (prefer meno nona) *,September 
"septembro (=Septembra, prefer meno nona) X",September 
septi (prefer seti),seven 
septi-di,week 
sepulkro G,bury 
seqe 1++,follow; consequence; effect (n); following; next; outcome; result; sequence; sequential; subsequent 
u seqe 1,following; next 
seqe-co 1+,so (therefore); consequently 
seqestra,sequestrate; take into custody 
sera 1+,saw (tool) 
sereni,bright; clear (bright) 
seri 1++,series; course; list; order (series); row (n) 
seria (=seri) 1X,course; order (series); row (n); series 
serici,silk 
seriko (=serici) 1X,silk 
"serio (=serioso, prefer gravi) 1X",serious; earnest 
serioso,serious 
sermoni,sermon 
serpenta (=serpenti) X,serpent; snake; twist (wind); wind along; wind (twist); wriggle 
serpenti 1++,serpent; snake; twist (wind); twisting; wind along; wind (twist); wriggle 
serpilum,thyme 
serpula (prefer pusi serpenti),snake (little) 
serum,serum; whey 
servi 1++,serve; service; be useful 
servi-me,server (computer) 
servi-pe 1++,steward; waiter 
service +,service 
servieta 1,napkin 
sesili,sitting 
sesio 1,session 
sesqi,one-and-a-half 
sestro G,sieve 
seta 1+,bristle; bristly 
seti 1++,seven 
seti-mana (=setimana) 1X,week; weekly 
seti-ze 1,seventy 
setimana 1++,week; weekly 
setimana-fini 1++,week-end 
severi 1++,severe; rigorous; stern; strict; stringent 
sex (=sexu) X,sex 
sexu 1++,sex; sexual; sexy 
sfagnum,sphagnum moss 
"sfena (=sfeno, prefer kune) 1GX",wedge 
Sfeniskida (=sfenisko) GX,penguin (Jakass penguin with wedge-shaped wing) 
sfenisko G,penguin (Jakass penguin with wedge-shaped wing) 
sfeno 1G,wedge 
sferi 1+G,sphere; ball; marble (ball) 
sfex G,wasp 
sfigmo G,pulse 
sfingi G,bind tightly 
sfinktera G,muscular tap 
sfira G,mallet 
si 1++,if; whether 
si ne ... 1++,unless 
siala,saliva 
sib (=sibi) 1X,brother (or sister); sister (or brother) 
sibi 1++,brother (or sister); sister (or brother) 
sibi an-fili 1,nephew 
sibi fe-fili 1,niece 
sibila 1++,whistle; soothsay 
side 1,chair; seat (n); bank (long seat) 
sideri,iron 
sidero,star 
sifo 1,suck; suck up; siphon 
"sifoni (=sifo, prefer sugo) X",siphon; suck up 
sigila 1+,seal; mark 
sigilo (=sigila) X,seal 
signala,signal 
signatura 1++,signature 
signi 1++,sign; mark; signal; token 
signifi 1++,signify; mean (signify); significance; significant 
sik 1,so; thus 
sik uva 1,raisin 
sika 1++,dry; arid; dried 
sika via 1,causeway 
sika-lo 1+,desert (waterless land) 
sika-te 1+,towel (n) 
sika-tem 1,drought 
sikaminus G,mulberry 
sikamorus G,sycamore 
sikne G,thicket 
sikno G,frequent; many 
siko 1G,fig 
sikofanti G,flatter 
silabi 1+G,syllable 
silabus G,syllabus 
silento 1++,silence; silent; hush; noiseless; soundless 
silfa G,air spirit 
sili 1,sand 
silici,flint 
silika,silicon (Si) 
silika-li 1,quartz 
siliqi,husk; pod 
silo,satire (poetic) 
silueta,silhouette 
silva 1++,forest; (growing) wild ; wood (woodland); woodland 
silvestri (=silva) X,woodland 
silvi (=silva) X,forest; wood (woodland) 
"sim (=sin, but sine=without so take ko(n)) GX",with; and 
sim- (take ko-) 1X,(prefix:) with; with (prefix) 
simbola (=simboli) GX,symbol 
simboli G,symbol 
simetri G*,symmetry; symmetrical 
simfio G,grow together 
simfoni G,symphony 
simfora G,chance; event 
simi 1,similar; alike; equal; resemblance; similarity 
simia 1++,ape; monkey 
"simila (=simi, prefer homo) X",similar; alike; similarity 
simo,snub-nosed 
simpati 1++G,sympathy; compassion; mercy; pity; suffer with; sympathetic; sympathise 
simpli 1++,simple; simply; plain (simple) 
simpto 1++,symptom; clue; hint; indication 
simptoma 1+G,symptom 
simul 1++,at the same time; together 
simula 1+,simulate 
"sin (=sim, but sine=without so take ko(n)) 1GX",with; and 
sin- (take ko-) 1X,(prefix:) with; with (prefix) 
sinagoga G,synagogue; meeting place 
Sinapis 1+,mustard 
sinapsi G,synapse 
sinceri,earnest; sincere 
sindesmo G,ligament 
sindika G,organize 
sindikata G,syndicate; Trade Union 
"sine (but sin=with! Prefer ""minus"") 1",without 
sine- 1,(prefix:) without; without (prefix) 
singu 1++,each 
singulta,hiccup; sob 
sinior (=senior) 1X,Mister; Mr; Mr.; sir 
siniora (=seniora) 1X,madam; Miss (title); mistress; Mistress; Mrs; Ms 
siniorina 1,Miss; young lady 
siniorita (=seniorita) 1X,Miss (title) 
sinistro,sinister; left (hand) 
sinkope G,faint 
sinkroni +G,synchronize; synchronous 
sinod G,assembly 
sinonimo G,synonym 
sinopsi G,synopsis; general view 
sintaxi G,syntax 
sintesi G,put together 
sinu 1,curve (n); bay; breast 
sinuoso,sinuous 
sio 1++,would (conditional tense); 'd (short for would) 
sipa (=disipa) 1X,waste (use without good purpose) 
sirena 1+,sea nymph; siren 
siri,scorcher (the) 
siriasis,sunstroke 
siringa G,lilac 
Siringo (=siringa) GX,lilac 
sirinx G,pipe (n) 
sirma G,sweepings 
sirmaeo G,purge 
siropa 1,syrup 
sirto G,alluvia 
siru G,broom 
sis-zigo (=siszigo) X,united; yoked 
sispasto G,contracted 
sistelo +G,attraction; draw together 
sistema 1++G,system; tidy; arrange; organize; systematic 
sisto,stopper 
sistoli G,contract (narrow); systole 
sistremo G,anything twisted together ; twist together 
siszigo G,united; yoked 
sito 1++G,food; feed; nourish; meal; repast 
sito-avi 1+*,fowl 
sito-bo 1,food shop 
sito-bo-pe 1+,grocer 
sito-fito 1+,vegetable 
sito-ka 1+,pantry 
sito-va 1+,hamper 
situa,situate; situated 
situla,bucket 
six (short form of sixa),six 
sixa 1++,six 
sixa bi 1,sixty-two 
sixa-ze 1,sixty 
skabelo,footstool 
skabi 1,rasp; scrape; scratch 
skabro,scabby; rough 
skafo G,boat; trough 
skala 1++,stairs; ladder; staircase; stairway 
skala fragma 1+,banister 
skalda 1,scald 
skaleno G,unequal 
skali,hoe 
skali-ru 1+G,hoe 
skalia,scale (body cover) 
skalpa 1+,scalp 
skalpel,scalpel; surgical knife 
skambo G,bowlegged 
skana 1+,scan; scrutinze 
skana-me,scanner (device) 
skandali 1,scandal 
skandaliza,scandalize 
skano (=skana) X,scan 
skapa 1++,shoulder 
skapi,shaft; stem 
skaramuci,skirmish 
skarioso,thin-scaly 
skarleto,scarlet 
skarpa,escarpment; hill-scarp 
skato G,dung; filth 
skatu G,gush out 
skaturiga,bubbling spring 
skeda 1,roll of paper; strip (paper); strap (paper) 
skedane G,scatter 
skele (=skelo) GX,leg 
skelerato,scoundrel 
skeleto 1++G,skeleton; framework; rack; scaffolding 
skeli G,rib; side 
skelo 1G,limb; member; leg 
skema 1++G,scheme; plan; design; draft; layout 
skena (=skeni) 1GX,scene; stage 
skende 1++,climb 
skeni 1++G,scene; stage 
skeno (=skeni) XG,scene; stage 
skepti G,doubt 
skeptika G,sceptical 
skeptro G,staff (rod); sceptre; scepter 
skeu G,tool; vessel 
ski 1++,know; knowledge 
gene ski 1+,learn 
plu ski 1,skis 
ski de 1++,aware 
skia G,shade (shadow); shadow 
skibalo (prefer kopro) G,dung 
skience 1++,science; scientific; knowledge 
skili,squill (herb) 
skilo G,booty 
skinde (prefer seka),cut; cleave (cut) 
skindula,roof shingle 
skinki,skink; lizard 
skintila,spark 
skion,branch; shoot (plant) 
skiro (prefer sklero) G,hard (not soft) 
skirpus,rush (plant) 
skirto,jump; leap 
skiso (=skizo) X,cut; fissure; schism; split; tear (separate) 
skisora,scissors 
skito G,hide (skin); leather; skin 
skitu,informed 
skitulo,elegant; pretty 
Skiurus 1,squirrel 
skizo 1++G,cut; division; fissure; schism; split; tear (separate) 
sklero 1++G,hard (not soft) 
sknipo G,stingy 
sko 1++G,instruct; education; instruction; lecture; lesson; schooling; teaching; training; tuition 
dona sko 1,teach 
gene sko 1+,learn 
sko-do 1++G,school; schoolhouse 
sko-pe 1,scholar; instructor; teacher 
sko-pe (take disci-pe) 1X,pupil (learner) 
skobi,scrapings 
"skobina (=skabi, prefer razo) X",rasp (v) 
skola 1,school 
skoleki (prefer vermi) G,worm 
"skolex (=skoleki, prefer vermi) GX",worm 
skoli,reef 
skolio G,bent; curved 
skopa G,broom 
skope 1++G,look; aspect; look at; observe; observation; regard (look); search; view (v); watch 
skope G,range 
skopto G,jest; mock 
skopulo G,projecting rock 
skoria G,dross; refuse (dross) 
Skorpio 1+G,scorpion 
skoto 1++G,dark; darkness; gloom; shade 
skreato,hacking cough 
skri,skree 
skribe 1+,write 
skrotum,scrotum 
skrupulo,scruple 
skruti,examine closely; examine fully; examine thoroughly 
skulpe (=skulptu) 1X,sculpture 
skulptu 1,sculp; sculpture 
skuma (take afro) X,foam; scum 
skuner 1,schooner 
skuta 1++,"screen (general); screen (TV, video); folding screen ; shield (n); shield (v) "
skutela +,bowl (small); dish 
skuter 1,scooter 
sledo,sled; sleigh 
slogan,slogan; war cry 
smaragdo G,emerald 
smi 1,smile 
sminto G,mouse (especially field-mouse); field-mouse 
snaza 1++,sneeze 
snora 1+,snore 
so 1++,so; like this; thus; in this way ; in that way 
sobri,sober 
sobrike,nickname 
socia 1++,companion; fellow; partner 
sociali 1++,social 
